mean pos,mean neg,Tweet
2,1,Porsche 911 GT3 RS Hybrid httpbitlyctJypB via joshuabaer  me likey but they need to pick up the pace on production cars
1,3,BossCampbell Just drink a bottle of bleach and stop bothering people
1,1,Kevin Falness checks in for the Minnesota Wild PostPostgame show on WCCO
2,2,Breaking the news to my students that most of them suck at writing Todays going to be a good day
1,2,RT MONALISALUV petpeeve the belief that material possessions make you better than the next person
2,2,Ive had culture shock all my life Good times
1,1,Let the rain fall down S
1,2,RT footymad Man Utd Giggs elbow concern for United httpbitlyaiv9h1
2,1,Watch Samson  Delihja stop motion i made today on Vimeo httpvimeocom9374223
1,3,like how you guys think that my thesis topic is boring i mean i already know it is no need to keep telling me repeatedly
2,2,mikerlawson lol no you did not and why does that not surprise me
4,1,Lmaoooo anyways Gmorning my tweets hope your day will be as wonderful as mine
2,1,The Story of my Life httpowlyitJs MNIG
1,1,I posted 10 photos on Facebook in the album TriathlonDuathlonVTTTrail httpfbme5l8UrSF
1,1,Design your own shirts caps mugs and more
1,2,Apple  Tech Today Google Jolts Telecom Rivals Apple Is in TVPric  httpwwwaskbiographycombioApplehtml
1,3,Desperate bid to catch flight lands father and son in custody A desperate bid to catch a httpgooglfbJlGe
1,3,RT MoneAlicia IAMSEANO JealousI need to be having breakfast with u  All gone 
1,1,RT ClassicRockMag Dio cancer latest httpbitlyaa3gVW
2,1,TheoChipmunk nods and finishs them the pulls out a cookie mmm
1,2,CoolKidSam Yeeeascuzzin bluzzin im in the cribberzzz my fault for not seein yur tweet dylan online rite now
1,1,Game review Magic 3617  107 Bulls 2526 87 Chicago activity their 4th mettlesome in 5 nights and withou httpbitlya3oIEQ
1,3,solarfund Thats so sad RIP Walt Rattermanmy heartfelt sympathy to his family friends and colleagues
1,1,warls The Theme is here  httpbitly49ahfO
1,1,Jack Nicklaus Gary Player Arnold Palmer Lee Trevino and Greg Norman have more than a couple thingshttpChrisAndDickwordpresscom
1,2,MissKahla i was playing with you  so where do you want to go
2,2,Kasian bgt lu gabckck RT EsterCarolinaLo Wah mampus lu Gab Hahahahahaha RT KevinnLimm Becaus hes a gay cont httptlgd8di1v
2,2,PeytonMichelle ah righttt theyre good then yeah Ive not heard of them you should recommend some songs for me to download 
2,3,bad weather on holiday X X have nothing but to sleep in a warm room with a comfortable bad
1,2,thinkin i should wash my hair before i get it done tomorrow decisions decisions hmmm
3,1,starting to really love When I Look At You by Miley Its a really sweet song
1,1,Cholesterol Linked to Alzheimers Article In NY Times Bios Life Slim for natural cholesterol reduction httpbudurlcomn4y4
1,2,LizzyNY Hi Lizzy I know you guys really got a lot of snow They closed our New York office yesterday at 1130
3,1,i currently have a gay man with an english accent fixing my washing machine this is awesome
1,1,chels303
1,2,Charlie Wilson US politician who secretly funded CIA in Afghanistan dies httptumblrcomxpq6cev4y
1,4,All of a sudden I feel incredibly lonelyI blame the cold weather and hormonesand Vdaydamnit where are my pills
1,1,Teylore im recording these songs tryna finish up my mixtape
1,2,RT colingilchrist Alexander McQueen the rumours are true Poor boy RIP
2,3, I cant wait to move out just so I can decorate and have a decent looking tidy clean houseflat instead of this shithole
2,2,DMBarlow Ha  no not yet But I will 
2,2,Taking time off line to pray for friends mentors and partners in ministry Challenging times need to focus and take faith steps
1,1,Krystalala I think this reply is going to be even longer than our last
1,3,RT Tiana2Hot petpeeve ppl being overaffectionate in front of meits not me hating it just makes me sickExno I luv u snookie bearooh yes I do
2,1,Tomorrow my husband is coming to visit And enjoy our 2 year anniversary
1,1,RT stephiexL lmao night twiggas  tweeties  twiggas and twitches sounds better lol B
3,1,RT MyTrainerBob Im trying to get people to try a yoga workout for those of you that have never it Its a great stress reliever and awesome workoutxo
1,2,HmmI need to ask Joe who his groomsmen and best man are And we need to decide on a date And our honeymoon Meh
1,1,Euro MPs block data deal with US The European Parliament has blocked a key agreement that allows US  httpbitly99a2fO BreakingNews
1,1,New blog post NewAppIdeacom Website Podcast Review  Bring Your App Idea To Market here httppingfmmyOxt
1,3,pocketkip Hahahaha If you wanted to be extra bitchy you couldve streamed it via UStream
1,1,from 11pm tonight its Rubbermench with Andy Wilson an Indie Rock and Pop EXPLOSION in O2 ABC2 Drinks from 1 httpbitlycbTrrE
3,1,CassieGallant hello im jennas bet friend she told me to add you because ur rly cool
2,1,Directory Of Ezines Earn 90 Per Sale Ezine Advertising Is Hot And Proven Effective Now In Our 10th Year Char httpbitlyc959Zr
1,2,Bill Dorian Gray por Fucker Berrouz httpbitlycq7i63
3,1,I got dat fastRT GwopBoyStich RT Noly opelep atht anc ucfk ylrael gdoo cna erad wtah thsi gesmeas syasonly forward if u figure it out
1,1,MpixPro is giving away a metal mural I just entered and you should too httpbitlycQ0P8n via mpixpro
1,3,Tbh Im rarther pissed off just wana get out my house
4,1,httpbitlydD1SWw Its me 300 years ago at 047 and 140 min shocking blue amazing hotpants P
1,2,Bolanile I just lost my voice watching this game
2,2,Im only watching Silent Witness until whatserface gets it on with the fit paramedic
1,1,I subscribed to nickyromerotvs channel on YouTube httpwwwyoutubecomusernickyromerotvfeatureautosharetwitter
2,2,Morning  time to get up and ready 
2,1,Kudos and Kindness Officer saves dog from coyotes httpbitlyapNf50
2,1,This weekend see the end of the world rock out or swoon Back Talk East Dallas httpbitlycfDDAP via httpoutsidein75223
2,1,Am listening to this romantic song by Asher Book called Try and smile to my self about how much Im hoping to have a date in Valentines Day
2,1,peterstmartin I am sure I will find that too Good to see you Peter
3,1,There is something about the sound of snow that enthralls melike a feather hitting the groundsilence that encompassesYetthunderous
1,2,I dont know what it is
2,2,AIJR damn seen the twit pic of u wit the braids off what happend u stoped believing lol u told me to believewell welcome to the club
1,3,bugiaking  Thats Because I can BEAT YOU  MORE THAN SHAWN MICHAELS CAN 
3,1,epistolary LOL haha thats hilarious skyping with you sounds like its bound to be amusing XD
1,3,whatsworsethan walkin in late to class and havin to sit in the front when u the only negro in there
3,1,so JJVARANDAS says to me no one here said u should see my vagina but we were thinking it I love me some Titi
1,3,I wanna snap ya neck and spit on you u say who ARRE you WHO ARE YOOUU
1,2,petpeeve when someone you befriended on the internet acts like they know you forreal I never understood that whole thing
2,2,Qdo you like white girls AI appreciate all women I prefer Darker skin though httpformspringmeearllymacq151969908
2,2,xavierla that is a good q I never thought about before
2,1,The four most important words in any marriageIll do the dishes Instead just come to The Crown  Goose where we do the dishes
3,1,justinbieber come to Brazil will meet his Brazilian haha I can be  i love u 
1,1,httpdailyboothcomitsnickybitch3065214
1,2,Bill Clinton Undergoes Heart Procedure An adviser to Bill Clinton says the former president has had two
2,1,tovas Oh yeah I pass that sign quite frequently Astonishingly nothing has ever happened to me Go figger httptwitpiccom12l2pq 
1,1,nhirowa httptwitpiccom12hgta  
1,2,BorrisInABox You can change the startup sound How I didnt think it was possible
1,2,killer360 i guess its cause you like Ross and Jeezy and hardcore shit thats whybut feedback is feedback
1,3,To the idiot outside we didnt make the snowman right outside our window for no reason Thanks for killing my first snowman jackass 
1,1,eh kok lo serius sih gue kan bercanda nggiRT gitalverina terus gmn nih RT read the rest of this at httpLongTweetmeB9C
1,3,So john mayer said the n word I said crackhonkie 46 times today Is my penis racist I think not I like wh girls to MARLONLWAYANS
1,1,Please ReTweet httpcaltweetcom3vl   fidris and IzzyTheCoolest Bday  RSVP HERE
1,2,Bait is too 08 kita Somethin new please noshade RT MissKitaKatt He the bait but his phone is shot the hell up
2,1,Find art retreats painting photography and other creative courses throughout Europe Go to krazart httpbitlybjYrcy
3,1,I used to sit around  draw pictures of dicks  Dicks  Like a man dick  Lmfaooo  Superbad is my shxt  Haha
1,1,RT MYLANisCOOL capitolroots banner is done Check them out at wwwcapitolrootscom D httptweetphotocom11065450
1,3,find with simple join Hello all I about to pull my hair out I have two models Activities and Activity httpbitlyaUTmVI
2,2,crissangel LOL i posted it here on twitter that Saints would win when you asked who would win  I didnt bet any money lol
2,2,MightySteed They get depressed So I gotta cuddle them lots to help their low immunity
2,2,RT Sonisphere Watch Rammsteins new video here with sound intact unlike on Youtube httpbitlycsrE3m
1,1,RT tonyeldridge 7 Book Marketing Lessons from Virgins Richard Branson By thecreativepenn httpbitlySON2Q
2,1,RT generalfonseka Protect the rights of people to protest httpnewsbbccouk2hisouthasia8508494stm
1,1,TI84 Plus Silver Edition Graphing Calculator Texas httpisgd88UxX
2,2,Want your ex back Learn how before other guys move in promo httptinyurlcomyhr9o65
2,1,Yo mama was likeI like that dude Koncept he makes classics myspacecomkonsept101
1,2,It looks like you bought that car from Dollar General
2,2,I tell a funny story No one laughs IT WAS FUNNY WHEN IT HAPPENED OK FB XD
1,1,New Magazine Launches A Big January 2010 Comeback publishing  media Mr Magazine httpowly16gsN
1,1,RT All my LA peeps hit me Videoshoot tomorrow at 1PM here in Los Angeles CA  ME N MINES IN THERE HIT ME WITH THE ADDRESS
3,3,The secret mission was awesome last Saturday Im battle scarred though dammit
4,1,amandapalmer thats brilliant  is an adelaide ninja show on the go
1,1,tomorrow i think its decided dye hair brown  spend time in the bathroom with my 3 tools of the trade cutting my hair
1,1,Must be at the right restaurant in VancouverWayne Gretzky just walked by me
1,1,Just posted on ActiveRain From Purple to Pleasing  Painting is worth the Investment httpactiveraincomt1486681
1,1,RT hypersem Secret behind FriendshipCircl success in Chase social media campaign httpjmpcv2324
1,1,Drag N Drop 115  0 httpiphoneorelabojpapp338331868 How fast can you drag and drop
1,2,Must go and scrape the ice off the windscreen
1,2,beganhobbling toward
3,1,heidiswift Nice Enjoy your travels Maybe well meet up when youre back and have some shoptalk
2,2,Jury awards 12 million to woman with brain injury  Washington Post Jury awards 12 million to woman with brain  httpbitlyaXInRg
1,1,whitehouse
1,1,Matt Lawrence  American Idol Hollywood night part two recap group sings  httpwwwaskbiographycombioMattLawrencehtml
2,2,DCSTsamPA advil cold and sinus will become your best friend
1,2,RT lr3031 LizBlaine My latest Barack Obama You Have No Reasonable Expectation Of Privacy httpbitlyc29txn PLS RT tcot sgp usa
4,1,skydiver Wow Not that we need the extra dose of energy this year but youll just add to the wildness factor Have the BEST time
1,2,did a show last night and tonight have shows on sunday monday tuesday and wednesday Im a busy lil comic
2,2,brittnicole9 Save Your Marriage By Hearing With Your Heart httpbitly80EcuA
2,1, For The One I Love  The G httptinyurlcomyk322o5
3,1,Our biggest fan who has his own Sunday network show RT dcsportsbog David Gregory just sent me an email about the Capitals FYI
1,2,what the heck is this thing stuck in my throat
1,1,ART AND MUSIC HAPPENINGS THIS WEEKEND 212  214Tucson Citizen wwwazjazznet The station is dedicated to all thi httpurl4eu1NYIx
3,1,Take someone to prom that you KNOW you would have fun with
2,3,xchrissielynn lmfao gosh i feel sorry for you p you HAVE to put up with my drunken tweets on Tuesday 
1,2,Dont Ask Me a Question If Youre Not Going to Believe My Answer httpformspringmeKAPZTHATITAN
2,3,Watching the first snow fall for us and wanting to be a together as a family enjoying it cancer SUCKS
1,2,RT RevRunWisdom Never allow a person tell you NO who doesnt have the power to say YES
2,1,pushaman2010 jo jo Im coming down atl next sat I wanna see you
1,3,BabyRinna I miss u
1,2,AmIzzy shes carrying them around with her so bound to lose somehas 2 at a time lately
1,1,AmericanWomannn The Spinners  Then Came You  httpblipfmkt1nu
